product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,user_id,user_name,review_id,review_title,review_content,img_link,product_link
b09p858dk8,"wecool c1 car mobile holder with one click technology,360° rotational, strong suction cup,compatible with 4 to 6 inch devices, wildshield and dashboard mobile holder for car, and use",electronics|mobiles&accessories|mobileaccessories|automobileaccessories|cradles,489.0,1999.0,76,4.0,3626.0,"one click release : inserting or releasing your phone to the mobile holder for car dashboard is made very simple with this wecool smart gadget. just use a single hand to lock or unlock the phone in your car|360° fully rotational mobile holder : wecool mobile holder with a 360° rational body so that you can watch from your preferred angle after fixing the mobile phone holder car. find the viewing angle that does not hamper your driving or gps navigation|mobile phone holder car c1 can easily accommodate smartphones with screen sizes of 4 to 6 inches. it is also designed intelligently to connect any cables from the space below the charging port. also you can view your phone notifications better.|anti scratch and shake proof mobile stand for car dashboard. the super power grip from double shift locking and super strong sticky gel pad and premium abs body saves your phone in every situation|car mobile holder for dashboard or windshield is designed for fixing on windshield or dashboard of your car. firm grip on plain surface as well textured surface ensuring maximum safety to your phone|this wecool gadget is covered with 1 year brand warranty. to avail the warranty, register your product in the brand website with in 10 days of purchase. reach the customer support team at 9036228529 for technical support or any other query.","aflkeo2k6coqhu2dxpfv54vszydq,ae7crgiwrnszmtvahr3swouqvfuq,ag67cgr3c43tnghcxqdehumt5qsa,af3zxsdna4obyaya7dktz6qozozq,afd5pnxqhwwduly26sxs7siyrg2a,afnoegqw7o3ahvls6ebsuqp3vbxa,afyhqli23fmt3vqthl6mtdzumrva,agrkudixvsuqbxb2vmmczzz7qppa","santosh verma,saravanan,dr sandeep rana,bal singh,ashokrajan,anirudh,nil,mage","r1p673fg5gg9ao,r3royq6bv3rm5t,r3etcbwlmh5u7j,rl03m79rjezyy,r38671idiyf3kv,r20kdgmhu5a66w,r1h428osirk1pp,rc0fschn4tb9a","i like the product,best product with good customer care,best suction and decent plastic quality,good product with good quality,good solution,good cup adhesion. overall satisfied.,overall nice product,nice one","look good,the product is good, does what it says especially to mention about their customer service and replacement policy which is too good with 1 year warrenty. kudos to the team!,overall a great product i had this fear before buying that how good it will adhere but it's doing fantastic the only field where they had a scope of improvement is the plastic quality it's decent but could have been better,good,except minor noise, rest all good,stayed well overall through a rough drive of 1000km and seems sturdy enough to last long. however, the nuts at the joints needed tightening 3 -4 times during the trip and there are a few rattles too.,quality product with affordable price.,i used this for swift dizre 2018 model working good condition  and specially it has the lower hook. so it hold good .nice one . if you looking for buget segement just buy it .",https://m.media-amazon.com/images/i/41fkuzkjgcl._sx300_sy300_ql70_ml2_.jpg,https://www.amazon.in/wecool-c1-technology-windshield-extendable/dp/b09p858dk8/ref=sr_1_104?qid=1672895777&s=electronics&sr=1-104
b07djlfmps,hp 32gb class 10 microsd memory card (u1 tf card 32gb),electronics|accessories|memorycards|microsd,369.0,1600.0,77,4.0,32625.0,"hp 32gb class 10 microsd memory card (u1 tf card 32gb)|class 10, uhs-i, u1 memory card with adapter|perfect for storing and transferring more mobile content across your devices, including photos, music and movies for entertainment or apps and e-books for school or work|ideal for the latest tablets, pcs, smartphones and mobile devices|16-128gb: read speed up to 80mb/s, write minumum 30mb/s|importer details: fortune marketing pvt ltd d1/2 -okhla industrial area phase -ii new delhi 110020|country of origin: taiwan","ae2ofvzsie6ksbapg6gmkcer35la,afeoay5pb4xeyiol6dy5wjboyskq,aejtetvj7ny3gmarstjnpog3ay3a,afmqhapyuav7zspaboavtnzveswa,aegyhn3dwmvh2rzltp2h2a2u6eha,afiwp2jbbuu6sh3mk355ueg4tzga,af7xgomqwma2itb72bpivhl23eja,ahbtdcfi4ha6onmjzrtyuxaep46a","ajit kumar rai,chetan tandel,tanankirambabu,mohammed amaan,ashish bajaj,sumit kujur,yajnesh,raj kishor singh","rpa8v1051erul,r2m7enp70gk5p4,r3pa1iduy9qnc8,r1qvt2jwxs2y8q,r2d2z6qvl2fxno,r2w3y5hx9wed9j,r2tuaidpw255n6,rwlgi93axfkrd","best,genuine,nice product,good product,value for money,good,worth of purchase,good 👍","best wishes,brought it online as cautious about buying offline coz of fake and overpriced products. using it for my wifi camera. working fine,nice product,nice quality product easy to use. thanks amazon,well known brand ..nice product.,good,worth product,bahut achcha laga raha hai",https://m.media-amazon.com/images/i/41z7frqeerl._sx300_sy300_ql70_ml2_.jpg,https://www.amazon.in/hp-microsd-u1-tf-card-32gb/dp/b07djlfmps/ref=sr_1_106?qid=1672895777&s=electronics&sr=1-106
b07whqwxl7,"iqoo z6 44w by vivo (lumina blue, 6gb ram, 128gb storage) | 6.44"" fhd+ amoled display | 50% charge in just 27 mins | in-display fingerprint scanning",electronics|mobiles&accessories|smartphones&basicmobiles|smartphones,15499.0,20999.0,26,4.1,19252.0,"44w flashcharge|snapdragon 680 comes with octa-core architecture design that adopts the new 6nm process, cpu increased by 25% & gpu performance increased by 10% compared with qualcomm snapdragon 662.|z6 is equipped with a fhd+ amoled dispaly to give a truly immersive display experience with true color contrast. the display provides a 180hz touch sampling rate in the gaming sessions for an enhanced touch response.|50mp ai rear camera comes with a variety of smart ai camera features and effects to capture wonderful moments with ease.","ahwrzwpctg6ica7wtnlnnzxwfi5q,af2aasvyvsrofd7fxa6efds6n2la,ag6yhidbtrf4swxldwrvmrs56amq,ahelrkigsipf5vmagpcpaujykolq,ah7hrg7p5vgmmu4pn7cedu74y2aa,agpo4hv54g5jlgezyjj7nc63v6bq,ahimx6el6h3clbevjcwliqhsaa3a,aeituhhouwunzpqdsha2zwqgjumq","siddharth patnaik,dr sunilkumar h,krishna,k. s. rao,vinayp,indhu,jogi,drishti vashisth gupta","r27mk332ltt5ks,r2tn6lngd4flyb,rvzjolwlg5jz9,r32y3rxfgs0n8s,r1wg388sx6a8ss,r3fco1gkvp9jhz,reqq0koquu7n5,rb48xnzd8p2q4","above average phone,worth for the money 💰,okie,phone is excellent,purchased in good budget at 12k,it can fulfill basic needs in affordable price range,nice,about features","i purchased the 6/128gb variant.to sum  it up in to pros and cons.pros :-1.good design in terms of look of the phone and it's build quality.2. screen quality is good with little boosted colour tone.3. the new processor is very smooth and responsive.4. speaker quality is good without too much treble.5. camera is ok for selfie and main camera performance is above average with less noise.6. camera in front is small so notch is not distracting while playing video.cons :-1.main camera struggles after 3x zoom.and video call performance of front camera  is inferior to stock selfie photo.2. 18 watt charger took 1hr30 mins to charge 80% of the phone.so charging speed is not time saving for this big battery.,good one under this price..! one of the best android phone by vivo 💚,its super good for normal usage,camera is ok for normal,it's working fine and no issuew. iqoo providing quality devices compared to other brands,camera quality is not that high,value for money,phone is very handy and battery is also good. quality of phone is good.",https://m.media-amazon.com/images/i/41ivkyhetul._sx300_sy300_ql70_ml2_.jpg,https://www.amazon.in/iqoo-lumina-blue-128gb-storage/dp/b07whqwxl7/ref=sr_1_107?qid=1672895777&s=electronics&sr=1-107
b07wdk3zs6,"iqoo z6 lite 5g by vivo (mystic night, 6gb ram, 128gb storage) | world's first snapdragon 4 gen 1 | 120hz refresh rate | 5000mah battery | travel adapter to be purchased separately",electronics|mobiles&accessories|smartphones&basicmobiles|smartphones,15499.0,18999.0,18,4.1,19252.0,"world's first snapdragon 4 gen 1 processor, that allows you to level up your performance with confidence through its efficient 6nm process.|best in-segment 120hz screen refresh rate: which comes with lagfree & nimble scrolling. the fhd+ display lets you enjoy to the fullest with every game you play and every content you watch with its crisp detailing of colours.|5000mah battery: keeps iqoo z6 lite 5g to a longer usage, for a more enjoyable gaming and video experience, which offers music playback time of 127 hours, social media of 21.6 hours, ott streaming of 14.5 hours and gaming of 8.3 hours.|50mp eye autofocus main camera, is designed to address the out-of-focus issues. the feature performs fast eye autofocus at a high refresh rate, allowing the camera to maintain a stable and clear focus on the subjects in movement.|stylish & slim design: 8.25mm thin & 194g weight, with all new 2.5d flat frame design with matt finish","ahwrzwpctg6ica7wtnlnnzxwfi5q,af2aasvyvsrofd7fxa6efds6n2la,ag6yhidbtrf4swxldwrvmrs56amq,ahelrkigsipf5vmagpcpaujykolq,ah7hrg7p5vgmmu4pn7cedu74y2aa,agpo4hv54g5jlgezyjj7nc63v6bq,ahimx6el6h3clbevjcwliqhsaa3a,aeituhhouwunzpqdsha2zwqgjumq","siddharth patnaik,dr sunilkumar h,krishna,k. s. rao,vinayp,indhu,jogi,drishti vashisth gupta","r27mk332ltt5ks,r2tn6lngd4flyb,rvzjolwlg5jz9,r32y3rxfgs0n8s,r1wg388sx6a8ss,r3fco1gkvp9jhz,reqq0koquu7n5,rb48xnzd8p2q4","above average phone,worth for the money 💰,okie,phone is excellent,purchased in good budget at 12k,it can fulfill basic needs in affordable price range,nice,about features","i purchased the 6/128gb variant.to sum  it up in to pros and cons.pros :-1.good design in terms of look of the phone and it's build quality.2. screen quality is good with little boosted colour tone.3. the new processor is very smooth and responsive.4. speaker quality is good without too much treble.5. camera is ok for selfie and main camera performance is above average with less noise.6. camera in front is small so notch is not distracting while playing video.cons :-1.main camera struggles after 3x zoom.and video call performance of front camera  is inferior to stock selfie photo.2. 18 watt charger took 1hr30 mins to charge 80% of the phone.so charging speed is not time saving for this big battery.,good one under this price..! one of the best android phone by vivo 💚,its super good for normal usage,camera is ok for normal,it's working fine and no issuew. iqoo providing quality devices compared to other brands,camera quality is not that high,value for money,phone is very handy and battery is also good. quality of phone is good.",https://m.media-amazon.com/images/i/41yylo75u7l._sx300_sy300_ql70_ml2_.jpg,https://www.amazon.in/iqoo-storage-snapdragon-purchased-separately/dp/b07wdk3zs6/ref=sr_1_108?qid=1672895777&s=electronics&sr=1-108
b09t2s8x9c,"redmi note 11 pro + 5g (stealth black, 8gb ram, 256gb storage) | 67w turbo charge | 120hz super amoled display | additional exchange offers | charger included",electronics|mobiles&accessories|smartphones&basicmobiles|smartphones,22999.0,28999.0,21,3.9,25824.0,superior performance with snapdragon 695 5g. with 7 5g bands making the device future-ready.|16.94cm(6.67) super amoled display with 120hz refresh rate protected by corning gorilla glass 5|67w in-box charger powers massive 5000mah battery for full day’s charge in 15 minutes|108mp triple camera set up with 8mp ultra-wide and 2mp macro sensor for flawless photography|evol. pro design for perfect ergonomics and a beautiful glass back design,"ahalpoeuqfgxezr6nq64zi3eiyxa,afjeov652oa6p6cpxi6u34pc677a,aemqxd272m5ogfotzdb3pbm2kswa,ahtnhtn3wq3nhvw27twjlrmqdg4a,agxgwve46ad3mxjraa75u5vyv4va,aeqiosxdnewt7vhjirg5avn2l7xa,agzv3qeqwgl37pynl6ff2fv25z7a,aetfdfddpv5v47knm2znbxj3bcjq","indro,bhavesh bodat,amazon customer,ambalika sarkar,bhosale techno solution pvt ltd,agnish mallick,radhika arumugam,krishna","r1s5fuvjk5bdkv,r10t102n4ihero,r1qalrwvtedxmh,r25mvxunzdkpiy,rj0cs41k876br,rx87956266xu,r1hlevv8wmvm3r,r1ubtz9mas7g8v","solid phone, worth considering,good phone,overall decent product,apart from the camera everything is fine,product is good,honest review after 14 days usage,superb but need improvement in camera,best camera","i bought this phone after tonnes of research and watching and reading several youtube videos and blog reviews of multiple phones. my budget was around 20k max, and this one somehow fit in all ways. i had almost finalized one plus nord ce, but changed my mind at the last moment and i don't regret. i've used redmi phones before so i'm aware of the sturdiness and value for money they offer. got this for 13k with close to 6k+ exchange on my one year old tecno spark 7 phone (one of the worst phones i've ever used, refer to my tecno spark 7 review for that). here's my review of this phone based on 2 months of usage:pros:1. build quality is good. finishing and lookwise it's sleek and quite comfortable in hand.2. back camera is really good, better with the ai camera. the 108 mp gives good pictures, although not comparable to iphone or google pixel quality, but for the price range it's not bad. portrait mode gives great pictures in well lit conditions, decent in low light with night mode.3. 67w charger is very efficient. phone gets fully charged within 40-45 mins from below 10% battery levels. battery backup is decent, with normal usage charge easily lasts for one and a half day or more.4. dolby atmos dual speakers are really good! you could be watching movies on this and feel the surround sound through the speakers. pretty loud too.5. no lagging and smooth touch, refresh rate is pretty good.6. unlike some of the earlier redmi phones or chinese phones in general, there are negligible auto installing bloatwares. android 11 performance so far has been satisfactory.7. hasslefree usage in general, something that i struggled with a lot with my earlier techno spark phone for basic functionalities.cons:1. front camera could've been a lot better. in daylight conditions, picture colors aren't vibrant enough, and in low light, pictures come grainy. dissatisfied with that.2. amoled display isn't as good as i had expected, especially becomes evident when light reflects on the screen while you're watching something.nothing else worth mentioning that i can think of right now. may update this review if anything encountered.for people with 15-20k budget looking for a good overall usage phone having 5g, this phone  is worth a shot along with nord ce 2 lite.,nice phone with good battery backup,fast charging, sturdy body and good process speed... camera quality is not good enough..but overall.. good budget phone..,1) battery is decent2) charging is very fast3) camera is averagingoverall nice product,the phone is good from all aspects bug if ur looking for a good camera this is not the one.,the price of the product is higher at the time of launch. within 1 month it dropped by 3k.the price qty is ok.some features are missing which are available in chinese make model.,pros1. display(super amoled)2. battery life(24 hrs moderate usage)3. fast charging4. 120 hz refresh rate work seamlesslycons1. miui(lots of unnecessary apps)2.processor(sd 695 is too old)3.main camera not up to the markoverall i just want to say if you're looking for a phone to watch movies and series and casual gaming go for it.(pubg, cod feels fantastic in this without any lag)if looking for heavy gaming or looking for a camera phone this one is not for you brother.,good phone need improvement in camera,this mobile has the best camera compared with other models",https://m.media-amazon.com/images/i/41iezv6nkbl._sx300_sy300_ql70_ml2_.jpg,https://www.amazon.in/redmi-stealth-additional-exchange-included/dp/b09t2s8x9c/ref=sr_1_109?qid=1672895777&s=electronics&sr=1-109
b07s9s86bf,boat bassheads 242 in ear wired earphones with mic(active black),"electronics|headphones,earbuds&accessories|headphones|in-ear",599.0,1490.0,60,4.1,161679.0,"fly into your workouts with precise tones that inspire and energize your system with its hd sound, all the time. impedance 32ω, sensitivity (db) 101db ±3db, frequency response 20hz-20khz|find a balanced audio sound set pumped through 10 mm dynamic drivers that can get real loud! propped up by a banging bass, push your flow to higher limits|get the sound in and sweat out with ipx 4 water and sweat resistance here to elevate your game as crush those repetitions or a rigorous run|coolly crafted midway down the cable to endorse practicality mixed with an aesthetic design that allows for communication and music playlist control|move with unrestrained dynamic freedom via shape adaptive secure fit ear hooks made for you to lose yourself in your workouts and your music|fashionable with a loose freestyle, yet made to sustain through twisting, contorting and tangling so that you can carry your style and music with you everywhere|bassheads 242 are compatible with almost every device that carries a 3.5mm slot|1 year warranty from the date of purchase","afg3eu556axtcqxstgyd2acm5h6q,af65ddtw2iwxz4tjj7zmvmh7j35a,aevpryzlghnmeza5bygix36lyzxa,af2ygwdqlv72rcmmosu2fvqcmvtq,aggmcq2fu6ore3jkl6vuthpqkzza,agjk54utzlraic27tjyrc2fitpnq,aeca5gyexi5pm7sreqzxqqblp5pa,agvjcbyeovblwdfz42iprvyu25rq","tanu,thennarasu,gatij saini,uday,rohit,akshat sharma,pramod b.,deepank sonwal","r2wqhyfxq5bcca,r3bu0mfk2orfs6,r2a3hu0cb8suq4,r28dovgvw1qzxz,r26xu8w37jqi55,r2s12hqmgeon44,r2nvygbtvg3fjr,r3vg49o0264fq9","good sound,not bad,best gaming earphone,some what satisfied with the boat 242--- 4.5/5,outstanding fantastic,good purchase,nice product,good quality","sound of song are good its really good or i am still using almost maybe 2 or 3 month maybe more but they still good,product is in good quality and comfortably fixed in our ears but the major issue is when we were buds for few minutes, it will start hurting our ears,gaming -nicesound-osm😎disyan-nice and value for moneythank you amezon ♥️,iam satisfied with the sound quality, 4.7/5ok with the noise cancellation performance.but when it comes to bass quality it is some what less than the boat 225. not too much low, clarity in the bass is some what missing, light weight when compared to boat 225. finally boat 242 is good at. its price range.,mic, sound quality crystal clear , bass is also good and the wiring quality is very good overall earphone is very good in this range. worth hai product me,bought them 2 months ago... no other complains so far.... everything going great...but are little overpriced for 550,nice,bast",https://m.media-amazon.com/images/i/41ovh5kiqhl._sx300_sy300_ql70_ml2_.jpg,https://www.amazon.in/boat-bassheads-242-earphones-resistance/dp/b07s9s86bf/ref=sr_1_110?qid=1672895777&s=electronics&sr=1-110
b07n8rq6w7,portronics modesk por-122 universal mobile tabletop holder (black),electronics|mobiles&accessories|mobileaccessories|stands,134.0,699.0,81,4.1,16685.0,"modesk - a premium quality mobile holders for your ofﬁce desks. it can hold, on your work desk, any type of smartphone & tablets with size up to 7 inches easily|modesk is a aluminum + abs metallic body desk mobile holders which is rust and corrosion proof|it has angular design which gives perfect viewing angle of your smartphone on the desk so you can easily and privately see incoming calls, respond to messages without the risk of prying eyes|the antiskid silicon pads on the body prevents accidental slips and protection from scratches|for any issue email customer support help@portronics.com","ae55ktfvnxyfd5fpywp2oupeynpq,ae7ufvgpv7kyap74uqjaqye5pedq,agcmesd262gpmvip77ld57fwcosq,aghndmyrujollyu3zco7fzjofjua,afarazp3if343ncqtlza27fjniqq,aeggimwbmf527d35b4mpsirf7i3a,afxynrl37kvtobvkivmshzpzwbcq,af7z6axmt4qmkjnv6ch6xrivgvpq","sethu madhav,prajwala,amazon customer,manikandan,abdul kadhar,anil verma,mahesh kumar,satbir singh","r23yk9fcydz8d5,r2fht8tjpyxuvb,r2775slgu24t7v,r3m6cewxvknb4e,r17t0pben71p6e,r4p7d5fjz86k4,r3v035v0e672u2,r331a15nmmc2wr","good one,cannot set tha 90° vertical angle,best,nice to use,avarage,value for money.,it does what it is supposed to,good 👍","strong enough, good one to hold.,it's serves the simple purpose of holding phone..but it's not possible to make a phone sit in 90° ..phone slants back little.. (i use pen adjusted at back to keep phone in 90 angle).. worth for simple use,best,nice,avarage,sturdy product.,effective product for this price range,good 👍",https://m.media-amazon.com/images/i/31mbyi7ocjl._sx300_sy300_ql70_ml2_.jpg,https://www.amazon.in/portronics-por-122-modesk-universal-mobile/dp/b07n8rq6w7/ref=sr_1_111?qid=1672895777&s=electronics&sr=1-111
b09fkdh6fs,"realme narzo 50i (mint green, 2gb ram+32gb storage) octa core processor | 6.5"" inch large display",electronics|mobiles&accessories|smartphones&basicmobiles|smartphones,7499.0,7999.0,6,4.0,30907.0,"2 gb ram | 32 gb rom | expandable upto 256 gb|16.51 cm (6.5 inch) hd+ display | 88.7% screen-to-body ratio | lcd multi-touch display | 1600-by-720-pixel resolution | 400 nits max brightness (typical)|8mp primary camera (f/2.0 aperture,4p lens,4x, digital zoom panoramic view, portrait mode, expert, timelapse, hdr, beauty, filter | 5mp ai selfie camera (f/2.2 aperture, portrait mode, ai beauty, hdr, face-recognition, filter)|5000 mah massive battery | supports ultra saving mode|powerful octa-core processor | cpu: octa-core cpu, up to 1.6ghz | gpu: img 8322","affor2cvzko4lfxrbj2weqxrhdka,aee5dt5brbcbx27logb5eix3gvhq,ahchd46p252e5t27d26cgoavd4pq,aemuiowhxs3x7tclnourvjfte2ba,agwo67h5chgzf5aaauad5qqczodq,agfy3zbtcrzxsprr4nxxe7n2skqq,affvmkwxroyv7f5gcrx72sobbeuq,aekaewcgdyup75cgk24gi3rwcbqq","aditya jha,aman dhiman,ramlal khadav,jagan,meherunnesha sarkar,karthikeyan.t,amazon customer,b suersh","r36t09ox35wph0,r1spknbaz5i7n1,r2h32v6c3al47p,r3v0gqv599e046,r1k3dkkd38k4yv,r3glfgkdb9osu6,r19k03o5buu15b,r3lho7e66t27p9","budget phone,good product at this price,good prodect,good,good,value for money!,not bad,nice","if your budget is low and you are looking for a good phone then you can buy this realme narzo 50i,the product is very nice and good quality . after using so many days ithe product is not warm and also phone is not hang .so the is good at this price,average preform,good,good,ok for normal use, build quality and battery is good..,battery life is ok maximum working 12hrs after 100% charge,ok",https://m.media-amazon.com/images/i/4147w6kodnl._sx300_sy300_ql70_ml2_.jpg,https://www.amazon.in/realme-narzo-mint-green-storage/dp/b09fkdh6fs/ref=sr_1_115?qid=1672895777&s=electronics&sr=1-115
b08hvjcw95,mi 10000mah 3i lithium polymer power bank dual input(micro-usb and type c) and output ports 18w fast charging (metallic blue),electronics|mobiles&accessories|mobileaccessories|chargers|powerbanks,1149.0,2199.0,48,4.3,178912.0,10000mah lithium polymer battery|18w fast charging|dual output and input ports|advanced 12 layer chip protection|smart power management|micro-usb and type c input port|6 months domestic warranty,"ag3sqh676vn5eh4ndngvvlml6rzq,afocdyodrnb2uubotdlwkh76gp2a,ae2eo67o5g5bpfx5qguubof22lqq,ag2w2bfo5ckp4j66nzoaeibqodvq,af7gdumjmoa6ygt4ot7x2kwfrh4a,af4vq3fud2olagrslkaccemsmjcq,ahvgjkir6haoi5kiyl2bc52rowea,agujfmahkpimdpbvfwg3lbgvlf4q","mahesh paryani,tejas panchal,subhash,kushagra saxena,masthan,dipak sutrdhar,nitin,pushkraj_4_ever","r31bxru0gaob26,r120q9pahzeiem,r3msimi8u7qzxj,r3mlnpnlsyh11t,r339f0fnsvuup1,r1x6t4wg7148ob,r1y9vhit18eryp,r32rbhmk1esftn","ok product to buy,better than any other power banks,👍,nice product,performance is ok,very slim & easy to carry,decent product,goat","i haven’t used any other battery pack so will not be able to provide the exact expected performance. simply put it is not 20,000 divide by the battery size of your phone will be the expected cycle times. if i consider this as a measure then i would say that the battery capacity is around 15000 mah,happy with the product,👍,but it’s very heavy,day by day battery life is reducing. remaining parameters are good.,slim & easy to carry for travelling & very good looking, i'm very satisfied with this product overall good, but it takes 4 to 5 hours to charge.,very heavy. must be about 1-1.5kg.very quick charge. takes ages (almost 8-10hrs) to fully charge. charged my samsung m53 twice once full charged.,i recently purchased the mi power bank 3i 20000mah and have been extremely impressed with its performance. i have personally tested it with laboratory equipment and have found that it has a capacity of around 19000mah, which is very good compared to other power banks on the market.one of the things that i appreciate about the mi power bank 3i is that it is able to hold its charge for a long period of time. i have not had to recharge it as frequently as i have had to with other power banks.in terms of durability, the mi power bank 3i has held up well over time. the construction is solid and the power bank has not suffered any damage despite being carried around in my bag on a daily basis.overall, i am extremely satisfied with my purchase of the mi power bank 3i 20000mah and would highly recommend it to others. it is a reliable and high-quality power bank that delivers on its advertised capacity.",https://m.media-amazon.com/images/i/31yfsh7g63l._sx300_sy300_ql70_ml2_.jpg,https://www.amazon.in/power-10000mah-metallic-output-charging/dp/b08hvjcw95/ref=sr_1_116?qid=1672895777&s=electronics&sr=1-116
b09ydfdvns,"nokia 105 plus single sim, keypad mobile phone with wireless fm radio, memory card slot and mp3 player | red",electronics|mobiles&accessories|smartphones&basicmobiles|basicmobiles,1324.0,1699.0,22,4.0,128311.0,"all-new redesigned nokia mobile which is familiar and easy to use|island style keypad phone with white key lettering|high quality 1.77” screen|pre-loaded games including the classic keypad mobile phone game - snake|enjoy all-new wireless fm radio|listen to music on the mp3 player and save your favourite songs on the built in memory card slot|save 2,000 contacts and up to 500 sms on your nokia 105 plus mobile phone","ae27uozenyswcqvqrruqiv2zm7va,agmyslv6nnoayes25jdtjpczy47a,afhs33mwrqgss64eetzjgcbwxxxa,ahyxzvxuy3qtbp7ibfiubszvh2xq,ah2shwyewdak6a5y2zbemz2kig3a,aeymogp2cyrkyz7tidnlgr5qpz4q,agpgdccxpi3eacmnjkbcnt57dvfa,afpbmryrsmd3pp3cbklff7ekocxa","virender malhotra,vikas kabra,das,naveen,amazon customer,adv. manish kotwani,vinod jadhao,priti tijare","r1bfok13wv2qlm,r3h97fn1h50f7f,r1iy2idrujx5o5,r1n5ujpj5ygbu5,r3bz3w2kh0x1dq,r3gpo2wyk6abg,rcmfgys1t27ll,r1d5oamyo4526t","centre key,nice phone,good for exam preparing students,center button is not good,battery runs out quickly,nokia trusted brand only needs to improve ringtone sound,best phone,..","phone is ok except middle button it’s a headache.  rest all is good battery lyf is about 10-12 hrs when fully charged,superb battery life for more then 3 days,i bought this phone to use as a replacement of my smartphone for calling, alarm, listening songs purposes.i didn't face any problem but the sound & its quality is somewhat low compared to normal smartphones. song quality is not that good & not even bad but ok when listening through earphones.i only use it for receiving sms & calls & occassionally to listen songs & battery backup is very good that it lasts upto 7 days etc.. for 1 full charge.it would've been much better, if it included more alarm options than the limited 5 alarms, stopwatch & timer.overall, it's a good replacement of smartphone for me till now.,action button(center button) is not good, it takes more than 1 attempt sometimes to perform ok action.,battery backup bad,needs to improve ringtone sound,best phone hai. nokia is always best. price thodi kam karni chahiye.,i like this product",https://m.media-amazon.com/images/i/41o7qy-j6kl._sx300_sy300_ql70_ml2_.jpg,https://www.amazon.in/nokia-105-single-keypad-wireless/dp/b09ydfdvns/ref=sr_1_117?qid=1672895777&s=electronics&sr=1-117
b07wgpkts4,"iqoo z6 44w by vivo (raven black, 4gb ram, 128gb storage) | 6.44"" fhd+ amoled display | 50% charge in just 27 mins | in-display fingerprint scanning",electronics|mobiles&accessories|smartphones&basicmobiles|smartphones,13999.0,19999.0,30,4.1,19252.0,"44w flashcharge|snapdragon 680 comes with octa-core architecture design that adopts the new 6nm process, cpu increased by 25% & gpu performance increased by 10% compared with qualcomm snapdragon 662.|z6 is equipped with a fhd+ amoled dispaly to give a truly immersive display experience with true color contrast. the display provides a 180hz touch sampling rate in the gaming sessions for an enhanced touch response.|50mp ai rear camera comes with a variety of smart ai camera features and effects to capture wonderful moments with ease.","ahwrzwpctg6ica7wtnlnnzxwfi5q,af2aasvyvsrofd7fxa6efds6n2la,ag6yhidbtrf4swxldwrvmrs56amq,ahelrkigsipf5vmagpcpaujykolq,ah7hrg7p5vgmmu4pn7cedu74y2aa,agpo4hv54g5jlgezyjj7nc63v6bq,ahimx6el6h3clbevjcwliqhsaa3a,aeituhhouwunzpqdsha2zwqgjumq","siddharth patnaik,dr sunilkumar h,krishna,k. s. rao,vinayp,indhu,jogi,drishti vashisth gupta","r27mk332ltt5ks,r2tn6lngd4flyb,rvzjolwlg5jz9,r32y3rxfgs0n8s,r1wg388sx6a8ss,r3fco1gkvp9jhz,reqq0koquu7n5,rb48xnzd8p2q4","above average phone,worth for the money 💰,okie,phone is excellent,purchased in good budget at 12k,it can fulfill basic needs in affordable price range,nice,about features","i purchased the 6/128gb variant.to sum  it up in to pros and cons.pros :-1.good design in terms of look of the phone and it's build quality.2. screen quality is good with little boosted colour tone.3. the new processor is very smooth and responsive.4. speaker quality is good without too much treble.5. camera is ok for selfie and main camera performance is above average with less noise.6. camera in front is small so notch is not distracting while playing video.cons :-1.main camera struggles after 3x zoom.and video call performance of front camera  is inferior to stock selfie photo.2. 18 watt charger took 1hr30 mins to charge 80% of the phone.so charging speed is not time saving for this big battery.,good one under this price..! one of the best android phone by vivo 💚,its super good for normal usage,camera is ok for normal,it's working fine and no issuew. iqoo providing quality devices compared to other brands,camera quality is not that high,value for money,phone is very handy and battery is also good. quality of phone is good.",https://m.media-amazon.com/images/i/41lif4ywc2l._sx300_sy300_ql70_ml2_.jpg,https://www.amazon.in/iqoo-raven-black-128gb-storage/dp/b07wgpkts4/ref=sr_1_118?qid=1672895777&s=electronics&sr=1-118
